Original Question,Context,Rewritten Queries with Scores
What was Mary Edna González sexuality?,"(Mary González): Elizario and Tornillo. She is also the first openly pansexual elected official in the United States.; (Patterns of Sexual Behavior): field, provided the foundation for the later research of Masters and Johnson. A revised edition, titled ""Human Sexuality in Four Perspectives"", was published in 1977.; (Mary Jane Sherfey): herself with a variety of disciplines, including embryology, anatomy, primatology and anthropology. Many of her findings appear in ""The Nature and Evolution of Female Sexuality"", which initially took form as an article contesting the existence of vaginal orgasm, published in the Journal of the American Psychoanalytic Association in 1966.; (Chin (deity)): is done when someone violates another's wife."" Institutionalized pederastic prostitution, including transvestism, is recorded in 17th-century Spanish reports of the Itzá Mayas living in the Petén. Among the Classic Period scenes found in a cave of Naj Tunich is a depiction of a naked, sexually excited male creature embracing a nude Maya nobleman, possibly by way of initiation.; (Charles Goodall (poet)): eleven regarding women, and 13 to a mistress named 'Idera' (considered probably imaginary). A number of the homoerotic poems have been rewritten to remove the same-sex subject matter.","[('1. What is the publicly known or reported sexual orientation of Mary Edna González, and are there any reliable sources that confirm this information?', 1), ('2. How does Mary Edna González identify her own sexuality, based on any personal statements or interviews she has given, and what context do these statements provide about her identity?', 0), (""3. What role, if any, has Mary Edna González's sexual orientation played in her public life or career, and are there any notable instances where she has spoken about or advocated for issues related to sexuality or LGBTQ+ rights?"", 1), (""4. Are there any credible sources or biographies that discuss Mary Edna González's personal life, including her relationships or self-identification of her sexuality, and what insights do these provide into her experiences or perspectives on sexual orientation?"", 0), (""5. In what ways has Mary Edna González's work or public persona intersected with issues of sexual identity, advocacy, or representation, and how might her own experiences of sexuality influence her professional or personal endeavors?"", 0)]"
Indie studio Jumpship developed what puzzle-platform video game released in July 2010?,"(Black the Fall): Black the Fall is an indie puzzle-platform video game developed by Sand Sailor Studio and published by Square Enix for Linux, Microsoft Windows, OS X, PlayStation 4, and Xbox One.; (Antichamber): three-dimensional space. The game includes elements of psychological exploration through brief messages of advice to help the player figure out solutions to the puzzles as well as adages for real life. The game was released on Steam for Microsoft Windows on January 31, 2013, a version sold with the Humble Indie Bundle 11 in February 2014 added support for Linux and Mac OS X.; (Somerville (video game)): Somerville is an upcoming video game and the debut title by the indie studio Jumpship. The studio's founder previously founded Playdead and worked on ""Limbo"" and ""Inside"".; (Limbo (video game)): Limbo is a puzzle-platform video game developed by independent studio Playdead. The game was released in July 2010 on Xbox Live Arcade, and has since been ported to several other systems, including the PlayStation 3 and Microsoft Windows. ""Limbo"" is a 2D side-scroller, incorporating a physics system that governs environmental objects and the player character. The player guides an unnamed boy; (Metrico): Metrico is an indie puzzle-platform video game developed and published by Dutch developer Digital Dreams for the PlayStation Vita, with music by Dutch electronic music producer Palmbomen. It was released in North America on 5 August 2014, and in Europe on 6 August 2014. ""Metrico"" was initially available for free for members of PlayStation Plus.","[('1. What puzzle-platform video game was developed by the independent studio Jumpship and released to the public in July 2010, marking a significant milestone in the gaming industry?', 0), ('2. Which specific puzzle-platform video game, launched in July 2010, is credited to the development efforts of Indie studio Jumpship, known for its innovative approach to game design?', 0), ('3. In the summer of 2010, Jumpship, an independent video game development studio, released a highly anticipated puzzle-platform game; what was the title of this game that captured the attention of gamers worldwide?', 0), ('4. As of July 2010, Indie studio Jumpship had developed and published a notable puzzle-platform video game; can you identify the name of this game, which likely featured challenging puzzles and precise platforming elements?', 0), ('5. What is the name of the critically acclaimed puzzle-platform video game that was carefully crafted and released by Jumpship in July 2010, potentially offering a unique blend of intellectual challenges and engaging gameplay mechanics?', 0)]"
"The Azad Hind Dal was created by an Indian nationalist whose defiant patriotism made him a hero in India, but whose attempt to rid India of British rule during what war left a troubled legacy?","(Azad Hind Dal): The Azad Hind Dal was a branch of the Indian Independence League that was formed during World War II to take administrative control of the Indian territories to fall to the Indian National Army starting with the latter's Imphal campaign. The branch was created by Subhas Chandra Bose to replace the Indian Civil Service in areas of British India, and is also thought to have been the nascent concept; (The Indian Struggle): The Indian Struggle, 1920–1942 is a two-part book by the Indian nationalist leader Netaji Subhash Chandra Bose that covers the 1920–1942 history of the Indian independence movement to end British imperial rule over India. Banned in India by the British colonial government, ""The Indian Struggle"" was published in the country only in 1948 after India became independent. The book analyses a period of; (Subhas Chandra Bose): Subhas Chandra Bose (23 January 1897 – 18 August 1945) was an Indian nationalist whose defiant patriotism made him a hero in India, but whose attempt during World War II to rid India of British rule with the help of Nazi Germany and Imperial Japan left a troubled legacy. The honorific Netaji (Hindustani: ""Respected Leader""), first applied in early 1942 to Bose in Germany by the Indian soldiers of; (Thakur Srinath Singh): published by Pt.Sudarshanacharya and his wife Smt.Gopal Devi from Allahabad. Memoirs of his early life is given in ""Aatamkatha ank"" of Hans (magazine) published by Premchand. He took active participation in nationalistic movement of India.; (Shaukat Malik): by the Azad Hind Government. Col. Malik Commander of the Intelligent(Bahadur) Group of INA, planted Indian Tri-colour Flag (with springing tiger) at the sacred place of Moirang kangla on 14 April 1944 at about 5 pm, and also he narrated the history of Azad Hind Fauz. Malik was awarded the Sardar-e-Jung for his leading his troops into Moirang. Prior to joining the INA, Shaukat Malik fought in the","[('1. What Indian nationalist movement led to the formation of the Azad Hind Dal, and which global conflict was it associated with, resulting in a complex historical legacy for its leader?', 2), ('2. During which major war did an Indian nationalist establish the Azad Hind Dal as part of an effort to overthrow British colonial rule, ultimately leaving behind a contentious legacy that still resonates today?', 2), ('3. Which Indian freedom fighter, revered for his unwavering patriotism, founded the Azad Hind Dal in an attempt to liberate India from British dominance during a significant global conflict, but ended up with a legacy marked by controversy?', 3), (""4. In what historical context did the creation of the Azad Hind Dal occur, and how did its founder's actions during a specific war impact his reputation, leading to both admiration and criticism in the eyes of Indians and historians alike?"", 2), (""5. Who was the key figure behind the establishment of the Azad Hind Dal, an organization that emerged as part of India's struggle for independence, and how did this leader's involvement in a particular war influence the perception of his legacy in terms of heroism and historical consequence?"", 2)]"
How many kilometers did Sabrina Mockenhaupt run when she set her best record?,"(Rita Redshoes): second solo album. In 2008 she released her debut solo album ""Golden Era"". In 2010 the band Snow Patrol invited her to perform the single ""Set the fire to the third bar"" in Rock in Rio Lisbon.; (Marian Seldes): ""Ring Round the Moon"" (1999), and ""Dinner at Eight"" (2002). She also won a Drama Desk Award for ""Father's Day"". Her other Broadway credits included ""Equus"" (1974–77), ""Ivanov"" (1997), and ""Deuce"" (2007). She was inducted into the American Theater Hall of Fame in 1995 and received the Special Tony Award for Lifetime Achievement in 2010.; (Siobhan Finneran): Street"", (1989–1990) ""Clocking Off"" (2000–2002) and ""The Amazing Mrs Pritchard"" (2006). In 2005 Finneran originated the lead female role in the stage play ""On the Shore of the Wide World"" and was awarded the Manchester Evening News Theatre Award for Best Actress in a Leading Role. Also a comedy performer, Finneran appeared as a leading character in the first seven series of popular ITV sitcom; (Julianna Margulies): of Avalon"" (2001). In 2009, she took on the lead role of Alicia Florrick in the American legal drama ""The Good Wife"" on CBS. Her performance on that show has garnered acclaim: she won the Primetime Emmy Award for Outstanding Lead Actress in a Drama Series twice, a Golden Globe, and a Television Critics Association Award.; (Marina Kamen): music aimed at the dance market. High energy shows won awards, such as her ""Silent Night"" performance at Webster Hall in New York City. Kamen taught aerobics classes in the 70's and 80's, and through her performances she began using dance music to drive her workout routines. By singing, dancing, and eating well-portioned meals, she lost over 100 pounds. Kamen released her debut album,","[('1. What was the total distance in kilometers that Sabrina Mockenhaupt covered when she achieved her personal best running record?', 0), ('2. At what kilometer mark did Sabrina Mockenhaupt stop when she set her new best record, indicating the total distance she had run up to that point?', 0), ('3. How many kilometers into her run did Sabrina Mockenhaupt reach when she established her most impressive personal running achievement to date?', 0), (""4. In terms of kilometers, what was the extent of Sabrina Mockenhaupt's run on the occasion when she recorded her best-ever performance?"", 0), ('5. What distance, measured in kilometers, did Sabrina Mockenhaupt successfully complete when she surpassed her previous records and set a new personal best in running?', 0)]"
"Robert Jan van Pelt testified for the defense in this ""Churchill's War"" author's civil libel suit?","(Robert Jan van Pelt): in Deborah Lipstadt's successful defence in the civil libel suit brought against her by David Irving.; (Robert Jan van Pelt): Robert Jan van Pelt (born 15 August 1955) is a Dutch author, architectural historian, professor at the University of Waterloo and University of Toronto in Ontario and a Holocaust scholar. One of the world's leading experts on Auschwitz, he regularly speaks on Holocaust related topics, through which he has come to address Holocaust denial. He was an expert witness in Deborah Lipstadt's successful; (Reynolds v. Pegler): Reynolds v. Pegler, 223 F.2d 429 (2nd Cir. 1955), was a landmark libel decision in which Quentin Reynolds successfully sued right-wing columnist Westbrook Pegler, resulting in a record judgment of $175,001.; (The Assault on Truth): and abuse within their own families. Masson reached this conclusion while he had access to some of Freud's unpublished letters as projects director of the Sigmund Freud Archives. ""The Assault on Truth"" was first published in 1984, and several revised editions have since been published.; (Peter Swales (historian)): been known only by their pseudonyms."" He is one of three men (the others are Freud Archives director Kurt R. Eissler and psychoanalyst Jeffrey Masson) whose machinations are described in the 1984 book In The Freud Archives, which originated as two articles in The New Yorker magazine that provoked Masson to file an unsuccessful $10 million libel suit against the magazine and its writer Janet","[('1. Who was the expert witness, specifically an architectural historian, that provided testimony on behalf of the defendant in a notable civil libel case involving the author of ""Churchill\'s War""?', 0), ('2. In which high-profile civil libel trial did Robert Jan van Pelt, known for his work on Auschwitz, serve as a defense witness, and who was the author being sued?', 1), ('3. What historian or expert, with a background similar to that of Robert Jan van Pelt, testified in defense of the author of ""Churchill\'s War"" during a significant libel case?', 1), ('4. Robert Jan van Pelt, an expert on Auschwitz architecture, gave testimony for the defense in a civil lawsuit; what was the name of the author of ""Churchill\'s War"" who was the defendant in this case?', 1), ('5. Which author, known for writing ""Churchill\'s War"", had Robert Jan van Pelt testify as an expert witness on their behalf during a libel trial, and what were the key points of his testimony?', 0)]"
The boxer that defeated Oliver Lavigilante in the 2012 Summer Olympics is of what nationality?,"(Oliver Lavigilante): Jason Oliver Lavigilante is a Mauritian boxer. At the 2012 Summer Olympics, he competed in the Men's flyweight, but was defeated in the first round by Duke Micah.; (Shafiq Chitou): Shafiq Chitou (born 23 May 1985) is a Beninese boxer. He qualified to compete in boxing at the 2012 Summer Olympics, but funding woes are a concern for him. He currently works as a house painter. Chitou lost to Félix Verdejo of Puerto Rico in the first round of the Men's lightweight event at the 2012 Summer Olympics.; (Ilyas Abbadi): Ilyas Abbadi (born 21 October 1992 in Médéa) is an Algerian boxer. At the 2012 Summer Olympics, he competed in the Men's welterweight, but was defeated in the first round. At the 2016 Summer Olympics in Rio de Janeiro, he competed in the men's middleweight division. He was defeated in the second round by Zhanibek Alimkhanuly of Kazakhstan.; (Duke Micah): Duke Akueteh Micah (born 16 September 1991) is a Ghanaian boxer. He competed in the Men's flyweight division in the boxing at the 2012 Summer Olympics. He won his first bout against Jason Lavigilante of Mauritius by 18 points to 14. In the second round, he lost to the Irish boxer, Michael Conlan, losing by 19 points to 8.; (Yann Siccardi): Yann Siccardi (born April 11, 1984 in La Colle, Monaco) is a Monégasque Olympic judoka who competes in the Men's 60 kg category. He competed in the 2008 and the 2012 Summer Olympics. At the 2008 Summer Olympics, he lost in the first round to Craig Fallon of Great Britain. At the 2012 Summer Olympics, he was defeated in the third round by Russian Arsen Galstyan. Siccardi won a gold medal in the 60","[('1. What is the nationality of the boxer who won against Oliver Lavigilante during the 2012 Summer Olympic Games?', 2), ('2. In the 2012 Summer Olympics, which country was represented by the boxer that emerged victorious over Oliver Lavigilante?', 1), ('3. Who is the boxer that defeated Oliver Lavigilante in the 2012 Olympics, and what nationality does this athlete hold?', 1), ('4. During the 2012 Summer Olympic boxing event, Oliver Lavigilante was defeated by a boxer from which nation or country of origin?', 1), ('5. What national team did the boxer belong to who secured a win over Oliver Lavigilante in the boxing competition at the 2012 Summer Olympics?', 2)]"
which coach did the longest tenured active coach n both the NBA and all US major sports leagues replaced in 1996?,"(Gregg Popovich): Gregg Charles Popovich (born January 28, 1949) is an American basketball coach who is currently the head coach of the San Antonio Spurs of the National Basketball Association (NBA). Taking over as coach of the Spurs in 1996, Popovich is the longest tenured active coach in both the NBA and all US major sports leagues. He is often referred to as ""Coach Pop"" or simply ""Pop.""; (Stan Van Gundy): Stanley Alan Van Gundy (born August 26, 1959) is an American professional basketball coach, currently serving as the head coach and president of basketball operations of the National Basketball Association's Detroit Pistons. From 2003 to 2005, he was the head coach of the Miami Heat but resigned in 2005 mid-season, turning the job over to Pat Riley. Van Gundy then coached the Orlando Magic for; (Mike D'Antoni): Michael Andrew D'Antoni (born May 8, 1951) is an American-Italian professional basketball coach who was formerly a professional basketball player. He is currently the head coach of the Houston Rockets of the National Basketball Association (NBA). While head coach of the NBA's Phoenix Suns, he won NBA Coach of the Year honors for the 2004–05 NBA season after the Suns posted 33 more wins than the; (Jerry Tarkanian): Jerry Tarkanian (August 8, 1930 – February 11, 2015) was an American basketball coach. He coached college basketball for 31 seasons over five decades at three schools. He spent the majority of his career coaching with the UNLV Runnin' Rebels, leading them four times to the Final Four of the NCAA Men's Division I Basketball Tournament, winning the national championship in 1990. Tarkanian; (Jerry Sloan): all-time in NBA wins at the time he retired. Sloan was only the fifth coach in NBA history to reach 1,000 victories and is one of two coaches in NBA history to record 1,000 wins with one club (the Utah Jazz). He also coached for one team longer than anyone in NBA history. The 2009–10 season was his 22nd season (and 21st full season) as coach of the Jazz. Sloan coached the Jazz to 15 consecutive","[('1. Who was the coach that the longest-tenured active coach in both the NBA and all US major sports leagues replaced when they first took over their current position in 1996?', 0), ('2. In 1996, which coach was succeeded by the individual who would go on to become the longest-tenured active coach across the National Basketball Association and other major US sports leagues?', 0), ('3. What coach did the person who is currently the longest-tenured active coach in the NBA and across all major US sports leagues replace when they began their coaching tenure in 1996?', 0), ('4. Who was the predecessor of the longest-tenured active coach in both the National Basketball Association and all other major sports leagues in the United States, a position that this coach took over in 1996?', 0), (""5. In the context of the NBA and all US major sports leagues, which coach's departure in 1996 created an opportunity for the individual who has now become the longest-tenured active coach to take the reins and start their remarkable coaching tenure?"", 1)]"
When was the group formed whose Japanese debut EP/ video album is called Nobody for Everybody ?,"(Nobody for Everybody): of Japanese version of ""Nobody"", as well as 2012 re-recordings of ""Nobody"" (Korean and English), ""Saying I Love You"", and ""You're Out"" to include Hyerim's vocals, who entered the group in 2010, replacing group's original member Sunmi who rejoined the group in 2015. The video albums features thirty-six videos (music videos, live performances etc.).; (Nobody for Everybody): of Japanese version of ""Nobody"", as well as 2012 re-recordings of ""Nobody"" (Korean and English), ""Saying I Love You"", and ""You're Out"" to include Hyerim's vocals, who entered the group in 2010, replacing group's original member Sunmi who rejoined the group in 2015. The video albums features thirty-six videos (music videos, live performances etc.).; (Nobody for Everybody): Nobody for Everybody is the Japanese debut EP / video album by South Korean girl group Wonder Girls. The title song is the same album name,""Nobody"" ～あなたしか見えない～ (ノーバディ , Nōbadi ) , taken from their third Korean mini-album, """". This is the fourth language that ""Nobody"" has been released in following the original Korean, then English and Chinese. The EP consisted of Japanese version of ""Nobody"", as; (Nobody for Everybody): Nobody for Everybody is the Japanese debut EP / video album by South Korean girl group Wonder Girls. The title song is the same album name,""Nobody"" ～あなたしか見えない～ (ノーバディ , Nōbadi ) , taken from their third Korean mini-album, """". This is the fourth language that ""Nobody"" has been released in following the original Korean, then English and Chinese. The EP consisted of Japanese version of ""Nobody"", as; (Catch Me If You Can (Girls' Generation song)): Korean lyrics written by Mafly and Choe A-Leum, and the Japanese lyrics written by Junji Ishiwatari and Jeff Miyahara. Musically, it was described by critics as an EDM track. The song marked the first release of Girls' Generation as an eight-member group following the dismissal of member Jessica Jung in September 2014.","[('1. What is the formation date of the musical group that released the Japanese debut EP and video album titled ""Nobody for Everybody""?', 2), ('2. Can you provide the specific year in which the group, known for their debut EP and video album ""Nobody for Everybody"" in Japan, was initially formed?', 0), ('3. When did the music group behind the Japanese debut EP and video album ""Nobody for Everybody"" first come together to start creating music?', 2), ('4. What is the exact date or year that marks the beginning of the musical collective responsible for releasing the debut EP and video album ""Nobody for Everybody"" in the Japanese market?', 2), ('5. How long has the group been active, whose Japanese debut release is the EP and video album titled ""Nobody for Everybody"", and what year did they officially form?', 2)]"
"After Patrick Mercer's suspension in April 2014, who won the seat for Newark?","(Patrick Mercer): the party's parliamentary whip in May 2013 following questions surrounding paid advocacy, and was an Independent MP representing the constituency of Newark in Parliament until his resignation at the end of April 2014 after the Standards Committee suspended him for six months for ""sustained and pervasive breach of the house's rules"".; (Newark (UK Parliament constituency)): Newark is a constituency in Nottinghamshire, England. It is currently represented by Robert Jenrick of the Conservative Party, who won the seat in a by-election on 5 June 2014, following the resignation of Patrick Mercer in April 2014.; (Newark by-election, 2014): The Newark by-election was a by-election in the Newark constituency of the British House of Commons, which was held on 5 June 2014, following the resignation of Patrick Mercer. Conservative Robert Jenrick won the seat with a majority of 7,403.; (Newark mayoral election, 2014): become Mayor of Newark following the resignation of Cory Booker, did not seek the seat.; (Gayle Chaneyfield-Jenkins): Gayle Chaneyfield-Jenkins (born 1957) is an American politician in Newark, New Jersey. on the Municipal Council of Newark. She had previously served from 1995 to 2006, and ran on the slate of Ras J. Baraka, a candidate in the 2014 Newark mayoral election, for the city's Central Ward. and faced incumbent Darrin Sharif in a run-off. Preliminary results released the night of the run-off election on","[(""1. Following Patrick Mercer's suspension from the Conservative Party in April 2014, which candidate went on to win the subsequent by-election for the Newark parliamentary seat?"", 2), (""2. In the wake of Patrick Mercer's suspension in April 2014, what was the outcome of the Newark by-election in terms of the winning candidate and their political affiliation?"", 2), ('3. After the suspension of Patrick Mercer as the Member of Parliament for Newark in April 2014, who emerged victorious in the by-election that followed to represent the constituency?', 2), (""4. Who claimed victory in the Newark by-election held after Patrick Mercer's suspension from his duties in April 2014, and what political party did they represent at the time of their win?"", 0), (""5. As a result of Patrick Mercer's suspension in April 2014, a by-election was held for the Newark seat; which individual won this election and took over as the new Member of Parliament for the area?"", 2)]"
"The actress who played Clementine Churchill in ""The Crown""  joined the board of advisors for a theatre company began by who?","(Mind the Gap Theatre): company maintains active ties to an assortment of British theatre agencies and has a literary staff that reads hundreds of new scripts each year. In 2001, Dame Helen Mirren and Dame Judi Dench joined MTG’s Board of Advisors. In 2013 Dame Harriet Walter joined the board.; (Harriet Walter): Dame Harriet Mary Walter, {'1': "", '2': "", '3': "", '4': ""} (born 24 September 1950) is an English stage and screen actress. Her film appearances include ""Sense and Sensibility"" (1995), ""The Governess"" (1998), ""Villa des Roses"" (2002), ""Atonement"" (2007) and ""Man Up"" (2015). On television she starred opposite John Lithgow as Clementine Churchill in ""The Crown"" (2016), Natalie Chandler in the ITV; (Themes in Titus Andronicus): and feeding on human flesh of the play, that it has ceased to be improbable."" Similarly, director Julie Taymor, who staged a production Off-Broadway in 1994 and directed a film version in 1999, says she was drawn to the play because she found it to be the most ""relevant of Shakespeare's plays for the modern era;"" She feels that the play has more relevance for us than it had for the Victorians;; (A Time for Miracles): by Michael O'Herlihy. The script was written by Henry Denker with collaboration with Sister Mary Hilaire and filmed in Georgia. ""A Time For Miracles"" starred ""Ryan's Hope"" and """" actress Kate Mulgrew as Elizabeth Seton. John Forsythe and Lorne Greene also star.; (Anna Camp): She made her Broadway debut in the 2008 production of ""A Country House"" and played Jill Mason in the 2008 Broadway revival of ""Equus"". In 2012, she was nominated for a Drama Desk Award for her performance in the Off-Broadway play ""All New People"". Camp played Jane Hollander, a researcher for the fictitious ""News of the Week"" magazine in the Amazon series ""Good Girls Revolt."" She also had a role","[('1. Who founded the theatre company that recently appointed the actress, known for her portrayal of Clementine Churchill in the Netflix series ""The Crown"", to its board of advisors?', 0), ('2. The actress who played the role of Clementine Churchill in the popular television show ""The Crown"" has become a member of the advisory board for a theatre company; what is the name of the individual who originally established this theatre company?', 1), ('3. What is the origin of the theatre company that has enlisted the actress, famous for her depiction of Clementine Churchill in ""The Crown"", to join its advisory board, and who was responsible for its inception?', 1), ('4. The theatre company that the actress from ""The Crown"", known for playing Clementine Churchill, has joined as an advisor was founded by whom, marking a significant addition to its governance structure?', 0), ('5. Which founder of a renowned theatre company can be credited with starting the organization that has now added the talented actress, recognized for her role as Clementine Churchill in the television series ""The Crown"", to its advisory board, bringing valuable expertise and insight to the role?', 0)]"
"Which character does this protagonist, who secretly loves and marries a member of the rival house, of William Shakespeare's tragedy that has a fictional character Benvolio slay?","(Benvolio): Benvolio is a fictional character in Shakespeare's drama ""Romeo and Juliet"". He is Montague's nephew and Romeo's cousin. Benvolio serves as an unsuccessful peacemaker in the play, attempting to prevent violence between the Capulet and Montague families.; (Romeo): Romeo Montague (Italian: ""Romeo Montecchi"" ) is the protagonist of William Shakespeare's tragedy ""Romeo and Juliet"". The son of Montague and his wife, he secretly loves and marries Juliet, a member of the rival House of Capulet. Forced into exile after slaying Juliet's cousin, Tybalt, in a duel, Romeo commits suicide upon hearing falsely of Juliet's death.; (Romeo): Romeo Montague (Italian: ""Romeo Montecchi"" ) is the protagonist of William Shakespeare's tragedy ""Romeo and Juliet"". The son of Montague and his wife, he secretly loves and marries Juliet, a member of the rival House of Capulet. Forced into exile after slaying Juliet's cousin, Tybalt, in a duel, Romeo commits suicide upon hearing falsely of Juliet's death.; (Juliet): Juliet Capulet (Italian: ""Giulietta Capuleti"" ) is the female protagonist in William Shakespeare's romantic tragedy ""Romeo and Juliet"". Juliet is the only daughter of the patriarch of the House of Capulet and falls in love with Romeo, a member of the House of Montague (with which the Capulets have a blood feud). The story has a long history that precedes Shakespeare himself.; (Shakespearean tragedy): and Cleopatra"" and ""Coriolanus""—are also based on historical figures, but because their source stories were foreign and ancient they are almost always classified as tragedies rather than histories. Shakespeare's romances (tragicomic plays) were written late in his career and published originally as either tragedy or comedy. They share some elements of tragedy featuring a high status central","[(""1. In William Shakespeare's tragic play, what character serves as the protagonist who secretly marries a member of a rival family, and is associated with the death of a character at the hands of Benvolio?"", 3), ('2. Which main character in a Shakespearean tragedy falls in love with and marries a person from an opposing house, leading to a series of events that includes Benvolio killing someone, and what are the implications of these actions on the plot?', 3), (""3. What is the name of the protagonist in one of William Shakespeare's tragedies who enters into a secret marriage with a member of a rival house, and how does the character Benvolio contribute to the tragic outcome through his actions against another character?"", 3), (""4. In the context of William Shakespeare's works, which tragic hero secretly weds a member of an opposing family, and what role does Benvolio play in the demise of a specific character, considering the broader themes of love, loyalty, and conflict that define the play?"", 3), (""5. Who is the central character in a Shakespearean tragedy that involves a clandestine marriage to someone from a rival house, and how does Benvolio's act of killing a character influence the overall narrative arc and the ultimate fate of the protagonist, given the complex web of relationships and alliances depicted in the story?"", 3)]"
Lost Someone was written by James Brown and an American R&B/soul singer who began his career in 1952 as a member of what gospel group?,"(Lost Someone): ""Lost Someone"" is a song recorded by James Brown in 1961. It was written by Brown and Famous Flames members Bobby Byrd and Baby Lloyd Stallworth. Like ""Please, Please, Please"" before it, the song's lyrics combine a lament for lost love with a plea for forgiveness. The single was a #2 R&B hit and reached #48 on the pop chart. According to Brown, ""Lost Someone"" is based on the chord changes of the; (Bobby Byrd): Bobby Howard Byrd (August 15, 1934 – September 12, 2007) was an American R&B/soul singer, songwriter, bandleader, talent scout, record producer, and musician, who played an integral and important part in the development of soul and funk music in association with James Brown. Byrd began his career in 1952 as member of the gospel group the Gospel Starlighters, who later changed their name to the; (Roy Brown (blues musician)): Ricky Nelson, Jerry Lee Lewis, Pat Boone, James Brown, the Doors, and the rock group Montrose. Brown was the first singer in recording history to sing R&B songs with a gospel-steeped delivery, which was then considered taboo by many churches. In addition, his melismatic, pleading vocal style influenced notable artists such as B.B. King, Bobby Bland, Elvis Presley, Jackie Wilson, James Brown and; (Roy Brown (blues musician)): Roy James Brown (September 10, 1920 or 1925May 25, 1981) was an American R&B singer, songwriter and musician, who had a significant influence on the early development of rock and roll and the direction of R&B. His original song and hit recording ""Good Rockin' Tonight"" has been covered by many artists including Wynonie Harris, Elvis Presley, Bruce Springsteen, Ricky Nelson, Jerry Lee Lewis, Pat; (Andraé Crouch): ""Soon and Very Soon"". In secular music, he was known for his collaborative work during the 1980s and 1990s with Stevie Wonder, Elton John and Quincy Jones as well as conducting choirs that sang on the Michael Jackson hit ""Man in the Mirror"" and Madonna's ""Like a Prayer"". Crouch was noted for his talent of incorporating contemporary secular music styles into the gospel music he grew up with. His","[('1. Which American gospel group did the R&B/soul singer, who co-wrote ""Lost Someone"" with James Brown, initially join in 1952 to begin his music career?', 2), ('2. What was the name of the gospel group that launched the career of the American R&B/soul singer, who collaborated with James Brown on the song ""Lost Someone"", when he first started performing in 1952?', 2), ('3. In 1952, an American R&B/soul singer, known for co-writing ""Lost Someone"" with James Brown, started his music journey as a member of which specific gospel group?', 2), ('4. As a precursor to his successful R&B/soul career, which gospel group did the singer who co-wrote ""Lost Someone"" with James Brown join in 1952, marking the beginning of his professional music endeavors?', 2), ('5. What gospel group served as the starting point for the American R&B/soul singer\'s career in 1952, before he went on to collaborate with James Brown on notable songs like ""Lost Someone""?', 2)]"
Between Danny Elfman and Fran Healy who has worked in more diverse fields?,"(Alex McKenna): ""Guys with Kids"" and ""Two and a Half Men"". She served as a voice actress in the ""The Legend of Korra"" (2014), appeared in the horror film ""Haunted"" (2014) and Boston Police officer Sara in the American drama film ""Patriots Day"".; (Danielle Renfrew): Danielle Renfrew Behrens is an accomplished independent producer with credits ranging from grassroots documentaries to major motion pictures. She has worked with top-notch talent including Quentin Tarantino, Elizabeth Banks, Courteney Cox, Nick Cannon, and Lily Tomlin. She has premiered seven films at the Sundance Film Festival, including GRANDMA starring Lily Tomlin and KURT COBAIN: MONTAGE OF; (The Hunger Games: Mockingjay – Part 2): by Suzanne Collins. Produced by Nina Jacobson and Jon Kilik, and distributed by Lionsgate, the film features an ensemble cast that includes Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks, Julianne Moore, Philip Seymour Hoffman, and Donald Sutherland. Hoffman died in February 2014, making ""Mockingjay – Part 2"" his final film role. Principal photography on both; (Danielle Renfrew): Lily Tomlin and KURT COBAIN: MONTAGE OF HECK, which received a jaw-dropping seven primetime Emmy Award Nominations. Other credits include: Lauren Greenfield’s THE QUEEN OF VERSAILLES, which was the opening night film of Sundance 2012 and received the Grand Jury Prize for Directing, Fox Searchlight’s WAITRESS, and Sony Classics’ NOVEMBER and GROOVE. Danielle is a Sundance Women’s Initiative Fellow; (Heather Langenkamp): producer and narrator to the 2010 documentary """". Her other film roles include ""Nickel Mountain"" (1984), ""The Demolitionist"" (1995), ""The Butterfly Room"" (2012), ""Star Trek Into Darkness"" (2013), and ""Truth or Dare"" (2017). Langenkamp is also known for her roles as Marie Lubbock and Amy Boutilier on the sitcom ""Growing Pains"" (1988-1990) and the spin-off series ""Just the Ten of Us"" (1988–1990),","[('1. Which individual, Danny Elfman or Fran Healy, has had a career spanning a broader range of creative industries, including but not limited to music, film, and television?', 0), ('2. Comparing the professional portfolios of Danny Elfman and Fran Healy, who can be said to have explored and worked in more varied artistic fields, such as composition, songwriting, performance, and production?', 0), ('3. In terms of versatility and range of professional endeavors, how do the careers of Danny Elfman and Fran Healy contrast, particularly with regard to their involvement in different genres, mediums, and collaborative projects?', 0), ('4. Between Danny Elfman, known for his work in film scores and music composition, and Fran Healy, recognized for his role in the music industry, who has demonstrated a greater ability to cross over into multiple disciplines, including but not limited to directing, acting, and other forms of artistic expression?', 0), (""5. What is the comparative analysis of Danny Elfman's and Fran Healy's bodies of work in terms of diversity, considering factors such as the number of industries they have worked in, the variety of roles they have undertaken, and the breadth of their creative output across different platforms and mediums?"", 0)]"
